comuna,precio_93,precio_95,diesel
Macul,1437.0,1489.0,1310.0
Macul,1437.0,1489.0,1310.0
Macul,1446.0,1496.0,1310.0
Macul,1430.0,1488.0,1307.0
Macul,1437.0,1489.0,1310.0
Macul,1446.0,1496.0,1316.0
Macul,1439.0,1488.0,1313.0
Maipú,1401.0,1443.0,1280.0
Maipú,1414.0,1452.0,1294.0
Maipú,1434.0,1468.0,1282.0
Maipú,1458.0,1504.0,1307.0
Maipú,1412.0,1450.0,1294.0
Maipú,1425.0,1458.0,1301.0
Maipú,1442.0,1474.0,1288.0
Maipú,1416.0,1471.0,1294.0
Maipú,1494.0,1554.0,1317.0
Maipú,1412.0,1450.0,1292.0
Maipú,1414.0,1452.0,1294.0
Maipú,1410.0,1449.0,1281.0
Maipú,1452.0,1512.0,1332.0
Maipú,1427.0,1460.0,1302.0
Maipú,1434.0,1468.0,1282.0
Maipú,1460.0,1506.0,1309.0
Maipú,1425.0,1458.0,1300.0
Maipú,1458.0,1504.0,1307.0
Maipú,1434.0,1468.0,1283.0
Maipú,1427.0,1460.0,1302.0
Maipú,1414.0,1452.0,1294.0
Maipú,1410.0,1465.0,1288.0
Maipú,1414.0,1453.0,1294.0
Maipú,1401.0,1456.0,1279.0
Maipú,1452.0,1512.0,1332.0
Maipú,1414.0,1452.0,1294.0
Ñuñoa,1463.0,1468.0,1247.0
Ñuñoa,1464.0,1517.0,1331.0
Ñuñoa,1464.0,1517.0,1331.0
Ñuñoa,1422.0,1474.0,1295.0
Ñuñoa,1458.0,1511.0,1325.0
Ñuñoa,,,
Ñuñoa,1437.0,1489.0,1310.0
Ñuñoa,1464.0,1517.0,1331.0
Ñuñoa,1437.0,1489.0,1310.0
Ñuñoa,1422.0,1474.0,1295.0
Ñuñoa,1532.0,1590.0,1539.0
Ñuñoa,1437.0,1489.0,1310.0
Ñuñoa,1488.0,1524.0,1341.0
Ñuñoa,1437.0,1489.0,1310.0
Ñuñoa,1437.0,1489.0,1310.0
Ñuñoa,,,
Ñuñoa,1437.0,1489.0,1310.0
Ñuñoa,1437.0,1489.0,1310.0
Ñuñoa,1124.0,1170.0,
Ñuñoa,1437.0,1489.0,1310.0
Ñuñoa,1464.0,1517.0,1331.0
Ñuñoa,1499.0,1532.0,1345.0
Pedro Aguirre Cerda,1456.0,1513.0,1316.0
Pedro Aguirre Cerda,,,
Pedro Aguirre Cerda,1456.0,1513.0,1316.0
Pedro Aguirre Cerda,1456.0,1513.0,1313.0
Pedro Aguirre Cerda,1456.0,1513.0,1313.0
Pedro Aguirre Cerda,1512.0,1561.0,1318.0
Peñalolén,,,1457.0
Peñalolén,,,
Peñalolén,1453.0,1512.0,1325.0
Peñalolén,1465.0,1521.0,1321.0
Peñalolén,1463.0,1519.0,1319.0
Peñalolén,1465.0,1521.0,1321.0
Peñalolén,1463.0,1519.0,1319.0
Peñalolén,,,
Peñalolén,1465.0,1521.0,1321.0
Peñalolén,1453.0,1510.0,1325.0
Peñalolén,1450.0,1506.0,1306.0
Peñalolén,1465.0,1521.0,1321.0
Peñalolén,1465.0,1521.0,1321.0
Providencia,1475.0,1515.0,1333.0
Providencia,1427.0,1479.0,1300.0
Providencia,1465.0,1502.0,1338.0
Providencia,1457.0,1494.0,1338.0
Providencia,1445.0,1482.0,1338.0
Providencia,1496.0,1527.0,1339.0
Providencia,1465.0,1502.0,1338.0
Providencia,1465.0,1502.0,1338.0
Providencia,1465.0,1502.0,1338.0
Providencia,1460.0,1500.0,1318.0
Providencia,1475.0,1515.0,1333.0
Providencia,1496.0,1527.0,1339.0
Providencia,1465.0,1502.0,1338.0
Providencia,1465.0,1502.0,1338.0
Providencia,1475.0,1515.0,1333.0
Providencia,1496.0,1527.0,1339.0
Providencia,1465.0,1517.0,1338.0
Providencia,,,
Providencia,1475.0,1515.0,1333.0
Providencia,1465.0,1502.0,1338.0
Providencia,1465.0,1502.0,1338.0
Pudahuel,1450.0,1471.0,1295.0
Pudahuel,1512.0,1560.0,1358.0
Pudahuel,1450.0,1471.0,1295.0
Pudahuel,,,
Pudahuel,1512.0,1560.0,1359.0
Pudahuel,1517.0,1565.0,1363.0
Pudahuel,1512.0,1560.0,1358.0
Pudahuel,1512.0,1560.0,1358.0
Quilicura,1463.0,1510.0,1298.0
Quilicura,1463.0,1510.0,1298.0
Quilicura,1463.0,1510.0,1298.0
Quilicura,1492.0,1528.0,1302.0
Quilicura,,,1313.0
Quilicura,1463.0,1510.0,1298.0
Quilicura,,,
Quilicura,1492.0,1528.0,1300.0
Quilicura,,,
Quilicura,1492.0,1528.0,1299.0
Quilicura,1455.0,1510.0,1298.0
Quilicura,1482.0,1519.0,1298.0
Quinta Normal,,,
Quinta Normal,1390.0,1432.0,1302.0
Quinta Normal,1401.0,1443.0,1305.0
Quinta Normal,1431.0,1468.0,1283.0
Quinta Normal,1441.0,1466.0,1289.0
Quinta Normal,1397.0,1439.0,1301.0
Quinta Normal,1401.0,1443.0,1299.0
Quinta Normal,,,1299.0
Quinta Normal,1385.0,1427.0,1292.0
Quinta Normal,1438.0,1461.0,1289.0
Quinta Normal,1441.0,1466.0,1289.0
Quinta Normal,1401.0,1443.0,1299.0
Quinta Normal,,,
Quinta Normal,1437.0,1475.0,1314.0
Recoleta,1414.0,1468.0,1306.0
Recoleta,1414.0,1468.0,1306.0
Recoleta,1414.0,1468.0,1306.0
Recoleta,1446.0,1507.0,1315.0
Recoleta,1402.0,1455.0,1295.0
Recoleta,1446.0,1507.0,1315.0
Recoleta,1414.0,1468.0,1306.0
Recoleta,1444.0,1487.0,1303.0
Recoleta,1446.0,1489.0,1305.0
Recoleta,1412.0,1466.0,1304.0
Renca,,,
Renca,1492.0,1528.0,1299.0
Renca,1459.0,1490.0,1290.0
Renca,1456.0,1490.0,1290.0
Renca,1567.0,1609.0,1411.0
Renca,,,
Renca,1472.0,1508.0,1296.0
San Joaquín,1466.0,1527.0,1332.0
San Joaquín,1456.0,1513.0,1316.0
San Joaquín,1446.0,1496.0,1310.0
San Joaquín,1456.0,1513.0,1316.0
San Joaquín,,,
San Joaquín,,,
San Joaquín,1446.0,1496.0,1310.0
San Joaquín,,,
San Joaquín,,,
San Joaquín,1456.0,1513.0,1316.0
San Miguel,,,
San Miguel,,,
San Miguel,1456.0,1513.0,1325.0
San Miguel,1448.0,1505.0,1300.0
San Miguel,,,
San Miguel,1455.0,1512.0,1307.0
San Miguel,1456.0,1513.0,1316.0
San Miguel,1450.0,1507.0,1302.0
San Ramón,1427.0,1481.0,1302.0
San Ramón,,,
San Ramón,1427.0,1481.0,1306.0
San Ramón,1418.0,1472.0,1298.0
Vitacura,1508.0,1559.0,1357.0
Vitacura,1505.0,1553.0,1357.0
Vitacura,1503.0,1552.0,1333.0
Vitacura,1511.0,1560.0,1359.0
Vitacura,1511.0,1560.0,1359.0
Vitacura,1511.0,1560.0,1359.0
Vitacura,1511.0,1560.0,1359.0
Vitacura,1508.0,1559.0,1359.0
Vitacura,1508.0,1559.0,1357.0
Vitacura,1505.0,1554.0,1335.0
Vitacura,1488.0,1552.0,1333.0
Vitacura,1508.0,1560.0,1357.0
Vitacura,1511.0,1560.0,1359.0
Vitacura,1508.0,1559.0,1357.0
Vitacura,1505.0,1553.0,1357.0
Puente Alto,,,
Puente Alto,,,
Puente Alto,1483.0,1542.0,1324.0
Puente Alto,,,
Puente Alto,,,
Puente Alto,1457.0,1520.0,1313.0
Puente Alto,1423.0,1455.0,1237.0
Puente Alto,,,
Puente Alto,1434.0,1476.0,1238.0
Puente Alto,1449.0,1500.0,1316.0
Puente Alto,1482.0,1541.0,1254.0
Puente Alto,1468.0,1505.0,1290.0
Puente Alto,1413.0,1438.0,1287.0
Puente Alto,1436.0,1486.0,1241.0
Puente Alto,1444.0,1477.0,1271.0
Puente Alto,1425.0,1481.0,1318.0
Puente Alto,1434.0,1476.0,1238.0
Puente Alto,1462.0,1499.0,1284.0
Puente Alto,,,
Puente Alto,1423.0,1535.0,1237.0
Puente Alto,1434.0,1476.0,1238.0
Puente Alto,1434.0,1476.0,1238.0
Puente Alto,1482.0,1541.0,1264.0
Puente Alto,,,
Pirque,1483.0,1542.0,1326.0
Pirque,1483.0,1542.0,1324.0
San José de Maipo,1450.0,1455.0,1237.0
San José de Maipo,,,
Colina,1509.0,1559.0,1356.0
Colina,1512.0,1561.0,1360.0
Colina,1515.0,1564.0,1361.0
Colina,1512.0,1561.0,1360.0
Colina,1509.0,1560.0,1358.0
Colina,1601.0,1654.0,1530.0
Colina,1515.0,1564.0,1361.0
Colina,1512.0,1561.0,1360.0
Colina,1509.0,1559.0,1358.0
Colina,1515.0,1564.0,1342.0
Colina,1509.0,1559.0,1358.0
Colina,1512.0,1561.0,1360.0
Colina,1512.0,1561.0,1360.0
Colina,,,
Lampa,1493.0,1541.0,1331.0
Lampa,1493.0,1541.0,1331.0
Lampa,1490.0,1546.0,1332.0
Lampa,1487.0,1536.0,1329.0
Lampa,1493.0,1541.0,1331.0
Lampa,1493.0,1515.0,1329.0
Lampa,1490.0,1546.0,1332.0
Lampa,1493.0,1541.0,1331.0
Tiltil,1493.0,1541.0,1331.0
San Bernardo,1395.0,1437.0,1288.0
San Bernardo,1434.0,1487.0,1296.0
San Bernardo,1434.0,1487.0,1296.0
San Bernardo,1512.0,1561.0,1358.0
San Bernardo,1512.0,1561.0,1358.0
San Bernardo,1385.0,1427.0,1292.0
San Bernardo,1395.0,1436.0,1288.0
San Bernardo,1434.0,1487.0,1296.0
San Bernardo,1434.0,1487.0,1296.0
San Bernardo,1433.0,1487.0,1295.0
San Bernardo,,,
San Bernardo,,,
San Bernardo,1434.0,1487.0,1298.0
San Bernardo,,,1293.0
San Bernardo,1529.0,1588.0,1413.0
San Bernardo,,,
San Bernardo,1512.0,1561.0,1358.0
San Bernardo,1512.0,1561.0,1358.0
San Bernardo,1512.0,1561.0,1358.0
San Bernardo,1512.0,1561.0,1358.0
San Bernardo,,,
San Bernardo,1434.0,1487.0,1296.0
San Bernardo,,,1353.0
San Bernardo,1434.0,1487.0,1296.0
San Bernardo,1434.0,1487.0,1296.0
San Bernardo,,,
Buin,1510.0,1559.0,1355.0
Buin,1510.0,1559.0,1354.0
Buin,1510.0,1559.0,1354.0
Buin,1510.0,1559.0,1354.0
Buin,1510.0,1559.0,1355.0
Buin,1513.0,1563.0,1355.0
Buin,1511.0,1561.0,1354.0
Buin,1501.0,1545.0,1339.0
Calera de Tango,1484.0,1519.0,1319.0
Calera de Tango,1486.0,1521.0,1321.0
Calera de Tango,1484.0,1519.0,1319.0
Calera de Tango,1484.0,1519.0,1319.0
Paine,,,
Paine,1511.0,1560.0,1357.0
Paine,1511.0,1560.0,1357.0
Paine,1511.0,1561.0,1354.0
Paine,1501.0,1545.0,1339.0
Paine,1511.0,1560.0,1357.0
Melipilla,1512.0,1558.0,1342.0
Melipilla,1505.0,1557.0,1342.0
Melipilla,1505.0,1557.0,1342.0
Melipilla,1505.0,1557.0,1341.0
Melipilla,1607.0,1659.0,1459.0
Melipilla,1505.0,1556.0,1340.0
Melipilla,1491.0,1535.0,1334.0
Melipilla,1514.0,1560.0,1344.0
Melipilla,1512.0,1558.0,1342.0
Melipilla,1505.0,1557.0,1341.0
Melipilla,1505.0,1557.0,1341.0
Alhué,1523.0,1577.0,1358.0
Curacaví,1511.0,1550.0,1349.0
Curacaví,1511.0,1550.0,1349.0
Curacaví,1506.0,1544.0,1347.0
María Pinto,1512.0,1558.0,1342.0
Talagante,1496.0,1542.0,1343.0
Talagante,1496.0,1542.0,1343.0
Talagante,,,
Talagante,1490.0,1538.0,1339.0
Talagante,1488.0,1536.0,1337.0
Talagante,1474.0,1504.0,1341.0
Talagante,1490.0,1538.0,1339.0
El Monte,1460.0,1512.0,1301.0
El Monte,1460.0,1512.0,1301.0
El Monte,1460.0,1512.0,1301.0
Isla de Maipo,1502.0,1550.0,1350.0
Isla de Maipo,1500.0,1548.0,1348.0
Isla de Maipo,1504.0,1552.0,1352.0
Padre Hurtado,1452.0,1512.0,1332.0
Peñaflor,1452.0,1512.0,1302.0
Padre Hurtado,1452.0,1512.0,1332.0
Padre Hurtado,1452.0,1512.0,1332.0
Padre Hurtado,1443.0,1504.0,1293.0
Peñaflor,1567.0,1603.0,1456.0
Peñaflor,1449.0,1455.0,1250.0
Peñaflor,1451.0,1455.0,1312.0
Peñaflor,1455.0,1485.0,1315.0
Peñaflor,,,
Peñaflor,,,
Peñaflor,,,
Peñaflor,1458.0,1488.0,1320.0
Peñaflor,1544.0,1587.0,1373.0
Punta Arenas,,,
Valparaíso,1459.0,1513.0,1325.0
Coquimbo,1566.0,1602.0,1387.0
Renca,1459.0,1490.0,1297.0
Limache,1508.0,1551.0,1331.0
Ovalle,1556.0,1589.0,1386.0
Ñuñoa,,,
Conchalí,,,
Talca,1496.0,1520.0,1315.0
Puerto Varas,1558.0,1586.0,1384.0
Talca,1496.0,1520.0,1315.0
Antofagasta,1589.0,1621.0,1408.0
Providencia,1529.0,1572.0,1438.0
San Antonio,1512.0,1553.0,1348.0
Limache,1495.0,1541.0,1319.0
Chimbarongo,1537.0,1571.0,1373.0
Talca,1501.0,1529.0,1316.0
Chile Chico,1658.0,1696.0,1532.0
Perquenco,1530.0,1563.0,1342.0
Temuco,1527.0,1562.0,1355.0
Los Ángeles,1476.0,1509.0,1318.0
Quilicura,1478.0,1520.0,1302.0
Pelarco,1487.0,1521.0,1338.0
Curacaví,1601.0,1645.0,1464.0
Castro,1664.0,1702.0,1514.0
Puyehue,1555.0,1586.0,1385.0
Colina,1512.0,1561.0,1360.0
Antofagasta,1589.0,1621.0,1408.0
Las Cabras,1543.0,1543.0,1369.0
Parral,1589.0,1636.0,1458.0
Santiago Centro,,,
Pucón,,1233.0,
Puyehue,1647.0,1684.0,1500.0
Puerto Montt,1551.0,1578.0,1381.0
Yungay,1502.0,1534.0,1330.0
Quellón,1564.0,1588.0,1399.0
San Nicolás,1492.0,1542.0,1317.0
Coquimbo,1566.0,1603.0,1387.0
Quilleco,1490.0,1523.0,1326.0
Chillán Viejo,1580.0,1621.0,1430.0
Chillán,1490.0,1528.0,1315.0
Copiapó,1572.0,1605.0,1401.0
Concepción,,,
Talcahuano,,,
Curepto,1633.0,1670.0,1496.0
Colina,1512.0,1561.0,1360.0
Puerto Montt,1551.0,1579.0,1381.0
Puerto Montt,1551.0,1579.0,1381.0
Arica,,,1255.0
Molina,1488.0,1529.0,1310.0
San Bernardo,1512.0,1561.0,1358.0
Padre las Casas,1528.0,1563.0,1355.0
Punta Arenas,1551.0,1594.0,1448.0
Renaico,1508.0,1543.0,1326.0
Puerto Varas,1576.0,,
Concepción,1499.0,1539.0,1332.0
San Fernando,1518.0,1548.0,1349.0
Colina,1512.0,1561.0,1360.0
Quintero,1490.0,1535.0,1328.0
Mejillones,1588.0,1619.0,1406.0
Quillón,1503.0,1544.0,1345.0
Marchihue,1518.0,1551.0,1342.0
Mostazal,1510.0,1539.0,1360.0
San Bernardo,1434.0,1487.0,1296.0
Colina,1509.0,1559.0,1354.0
San Fernando,1529.0,1559.0,1359.0
Santo Domingo,1512.0,1553.0,1348.0
Rancagua,1528.0,1560.0,1358.0
Limache,,,
San Pedro,1511.0,1564.0,1348.0
Peñalolén,1465.0,1521.0,1321.0
Puente Alto,,,
Temuco,1532.0,1565.0,1359.0
San Felipe,1516.0,1558.0,1343.0
Rancagua,1538.0,1567.0,1377.0
Valparaíso,1509.0,1553.0,1341.0
Copiapó,1572.0,1605.0,1401.0
Villarrica,1629.0,1667.0,1479.0
Puente Alto,1423.0,1455.0,1237.0
Talca,1501.0,1529.0,1316.0
Vallenar,1586.0,1618.0,1410.0
Quillota,1506.0,1550.0,1331.0
Rengo,1528.0,1567.0,1372.0
Ovalle,1555.0,1589.0,1389.0
Peñalolén,1465.0,1521.0,1321.0
Teno,1537.0,1571.0,1373.0
Linares,1493.0,1534.0,1314.0
Bulnes,1564.0,1596.0,1510.0
Río Bueno,1560.0,1589.0,1376.0
Limache,1508.0,1551.0,1331.0
Paillaco,1560.0,1589.0,1376.0
Vallenar,1674.0,1711.0,1584.0
Panguipulli,1560.0,1594.0,1389.0
Tiltil,1491.0,1539.0,1329.0
Chaitén,,1766.0,1605.0
Litueche,1497.0,1530.0,1348.0
Chillán,1491.0,1530.0,1318.0
Pichilemu,1503.0,1527.0,1361.0
Padre Hurtado,,,
Litueche,1497.0,1531.0,1348.0
